名前,グレード,レベル,スキル名,スキルLv
青熊双鉞,4,1,SPスキル威力アップ,1
青熊双鉞,5,1,SPスキル威力アップ,1
青熊双鉞,6,1,SPスキル威力アップ,1
青熊双鉞,7,1,SPスキル威力アップ,1
青熊双鉞,8,1,SPスキル威力アップ,2
青熊双鉞,9,1,SPスキル威力アップ,2
青熊双鉞,10,1,SPスキル威力アップ,2
青熊双鉞,10,5,SPスキル威力アップ,2
青熊長筆【留跳】,4,1,SPスキル威力アップ,1
青熊長筆【留跳】,5,1,SPスキル威力アップ,1
青熊長筆【留跳】,6,1,SPスキル威力アップ,1
青熊長筆【留跳】,7,1,SPスキル威力アップ,1
青熊長筆【留跳】,8,1,SPスキル威力アップ,2
青熊長筆【留跳】,9,1,SPスキル威力アップ,2
青熊長筆【留跳】,10,1,SPスキル威力アップ,2
青熊長筆【留跳】,10,5,SPスキル威力アップ,2
青熊薙,4,1,SPスキル威力アップ,1
青熊薙,5,1,SPスキル威力アップ,1
青熊薙,6,1,SPスキル威力アップ,1
青熊薙,7,1,SPスキル威力アップ,1
青熊薙,8,1,SPスキル威力アップ,2
青熊薙,9,1,SPスキル威力アップ,2
青熊薙,10,1,SPスキル威力アップ,2
青熊薙,10,5,SPスキル威力アップ,2
ステグマ【弐之型】,4,1,SPスキル威力アップ,1
ステグマ【弐之型】,5,1,SPスキル威力アップ,1
ステグマ【弐之型】,6,1,SPスキル威力アップ,1
ステグマ【弐之型】,7,1,SPスキル威力アップ,1
ステグマ【弐之型】,8,1,SPスキル威力アップ,2
ステグマ【弐之型】,9,1,SPスキル威力アップ,2
ステグマ【弐之型】,10,1,SPスキル威力アップ,2
ステグマ【弐之型】,10,5,SPスキル威力アップ,2
ステグマ【壱之型】,4,1,SPスキル威力アップ,1
ステグマ【壱之型】,5,1,SPスキル威力アップ,1
ステグマ【壱之型】,6,1,SPスキル威力アップ,1
ステグマ【壱之型】,7,1,SPスキル威力アップ,1
ステグマ【壱之型】,8,1,SPスキル威力アップ,2
ステグマ【壱之型】,9,1,SPスキル威力アップ,2
ステグマ【壱之型】,10,1,SPスキル威力アップ,2
ステグマ【壱之型】,10,5,SPスキル威力アップ,2
青熊豪斧【山祭】,4,1,SPスキル威力アップ,1
青熊豪斧【山祭】,5,1,SPスキル威力アップ,1
青熊豪斧【山祭】,6,1,SPスキル威力アップ,1
青熊豪斧【山祭】,7,1,SPスキル威力アップ,1
青熊豪斧【山祭】,8,1,SPスキル威力アップ,2
青熊豪斧【山祭】,9,1,SPスキル威力アップ,2
青熊豪斧【山祭】,10,1,SPスキル威力アップ,2
青熊豪斧【山祭】,10,5,SPスキル威力アップ,2
青熊斧,4,1,SPスキル威力アップ,1
青熊斧,5,1,SPスキル威力アップ,1
青熊斧,6,1,SPスキル威力アップ,1
青熊斧,7,1,SPスキル威力アップ,1
青熊斧,8,1,SPスキル威力アップ,2
青熊斧,9,1,SPスキル威力アップ,2
青熊斧,10,1,SPスキル威力アップ,2
青熊斧,10,5,SPスキル威力アップ,2
青熊轟筒【川漁】,4,1,SPスキル威力アップ,1
青熊轟筒【川漁】,5,1,SPスキル威力アップ,1
青熊轟筒【川漁】,6,1,SPスキル威力アップ,1
青熊轟筒【川漁】,7,1,SPスキル威力アップ,1
青熊轟筒【川漁】,8,1,SPスキル威力アップ,2
青熊轟筒【川漁】,9,1,SPスキル威力アップ,2
青熊轟筒【川漁】,10,1,SPスキル威力アップ,2
青熊轟筒【川漁】,10,5,SPスキル威力アップ,2
青熊筒,4,1,SPスキル威力アップ,1
青熊筒,5,1,SPスキル威力アップ,1
青熊筒,6,1,SPスキル威力アップ,1
青熊筒,7,1,SPスキル威力アップ,1
青熊筒,8,1,SPスキル威力アップ,2
青熊筒,9,1,SPスキル威力アップ,2
青熊筒,10,1,SPスキル威力アップ,2
青熊筒,10,5,SPスキル威力アップ,2
青熊剛弓【蜜壺】,4,1,SPスキル威力アップ,1
青熊剛弓【蜜壺】,5,1,SPスキル威力アップ,1
青熊剛弓【蜜壺】,6,1,SPスキル威力アップ,1
青熊剛弓【蜜壺】,7,1,SPスキル威力アップ,1
青熊剛弓【蜜壺】,8,1,SPスキル威力アップ,2
青熊剛弓【蜜壺】,9,1,SPスキル威力アップ,2
青熊剛弓【蜜壺】,10,1,SPスキル威力アップ,2
青熊剛弓【蜜壺】,10,5,SPスキル威力アップ,2
青熊弓,4,1,SPスキル威力アップ,1
青熊弓,5,1,SPスキル威力アップ,1
青熊弓,6,1,SPスキル威力アップ,1
青熊弓,7,1,SPスキル威力アップ,1
青熊弓,8,1,SPスキル威力アップ,2
青熊弓,9,1,SPスキル威力アップ,2
青熊弓,10,1,SPスキル威力アップ,2
青熊弓,10,5,SPスキル威力アップ,2
ドラグマ【弐式】,4,1,SPスキル威力アップ,1
ドラグマ【弐式】,5,1,SPスキル威力アップ,1
ドラグマ【弐式】,6,1,SPスキル威力アップ,1
ドラグマ【弐式】,7,1,SPスキル威力アップ,1
ドラグマ【弐式】,8,1,SPスキル威力アップ,2
ドラグマ【弐式】,9,1,SPスキル威力アップ,2
ドラグマ【弐式】,10,1,SPスキル威力アップ,2
ドラグマ【弐式】,10,5,SPスキル威力アップ,2
ドラグマ【壱式】,4,1,SPスキル威力アップ,1
ドラグマ【壱式】,5,1,SPスキル威力アップ,1
ドラグマ【壱式】,6,1,SPスキル威力アップ,1
ドラグマ【壱式】,7,1,SPスキル威力アップ,1
ドラグマ【壱式】,8,1,SPスキル威力アップ,2
ドラグマ【壱式】,9,1,SPスキル威力アップ,2
ドラグマ【壱式】,10,1,SPスキル威力アップ,2
ドラグマ【壱式】,10,5,SPスキル威力アップ,2
纏剣カータトルァ,4,1,防御の備え,1
纏剣カータトルァ,5,1,防御の備え,1
纏剣カータトルァ,6,1,防御の備え,1
纏剣カータトルァ,7,1,防御の備え,1
纏剣カータトルァ,8,1,防御の備え,1
纏剣カータトルァ,9,1,防御の備え,1
纏剣カータトルァ,10,1,防御の備え,1
纏剣カータトルァ,10,5,防御の備え,1
チャタクラブ,4,1,防御の備え,1
チャタクラブ,5,1,防御の備え,1
チャタクラブ,6,1,防御の備え,1
チャタクラブ,7,1,防御の備え,1
チャタクラブ,8,1,防御の備え,1
チャタクラブ,9,1,防御の備え,1
チャタクラブ,10,1,防御の備え,1
チャタクラブ,10,5,防御の備え,1
纏槌ハシャハトゥリ,4,1,防御の備え,1
纏槌ハシャハトゥリ,5,1,防御の備え,1
纏槌ハシャハトゥリ,6,1,防御の備え,1
纏槌ハシャハトゥリ,7,1,防御の備え,1
纏槌ハシャハトゥリ,8,1,防御の備え,1
纏槌ハシャハトゥリ,9,1,防御の備え,1
纏槌ハシャハトゥリ,10,1,防御の備え,1
纏槌ハシャハトゥリ,10,5,防御の備え,1
チャタハンマー,4,1,防御の備え,1
チャタハンマー,5,1,防御の備え,1
チャタハンマー,6,1,防御の備え,1
チャタハンマー,7,1,防御の備え,1
チャタハンマー,8,1,防御の備え,1
チャタハンマー,9,1,防御の備え,1
チャタハンマー,10,1,防御の備え,1
チャタハンマー,10,5,防御の備え,1
纏盾斧ジャマカクタル,4,1,防御の備え,1
纏盾斧ジャマカクタル,5,1,防御の備え,1
纏盾斧ジャマカクタル,6,1,防御の備え,1
纏盾斧ジャマカクタル,7,1,防御の備え,1
纏盾斧ジャマカクタル,8,1,防御の備え,1
纏盾斧ジャマカクタル,9,1,防御の備え,1
纏盾斧ジャマカクタル,10,1,防御の備え,1
纏盾斧ジャマカクタル,10,5,防御の備え,1
チャタアームズ,4,1,防御の備え,1
チャタアームズ,5,1,防御の備え,1
チャタアームズ,6,1,防御の備え,1
チャタアームズ,7,1,防御の備え,1
チャタアームズ,8,1,防御の備え,1
チャタアームズ,9,1,防御の備え,1
チャタアームズ,10,1,防御の備え,1
チャタアームズ,10,5,防御の備え,1
纏砲モッティカマン,4,1,防御の備え,1
纏砲モッティカマン,5,1,防御の備え,1
纏砲モッティカマン,6,1,防御の備え,1
纏砲モッティカマン,7,1,防御の備え,1
纏砲モッティカマン,8,1,防御の備え,1
纏砲モッティカマン,9,1,防御の備え,1
纏砲モッティカマン,10,1,防御の備え,1
纏砲モッティカマン,10,5,防御の備え,1
チャタバスター,4,1,防御の備え,1
チャタバスター,5,1,防御の備え,1
チャタバスター,6,1,防御の備え,1
チャタバスター,7,1,防御の備え,1
チャタバスター,8,1,防御の備え,1
チャタバスター,9,1,防御の備え,1
チャタバスター,10,1,防御の備え,1
チャタバスター,10,5,防御の備え,1
爆鱗双斧バゼルホーク,8,1,凶会心,1
爆鱗双斧バゼルホーク,9,1,凶会心,1
爆鱗双斧バゼルホーク,10,1,凶会心,1
爆鱗双斧バゼルホーク,10,5,凶会心,1
爆鱗の手斧,8,1,凶会心,1
爆鱗の手斧,9,1,凶会心,1
爆鱗の手斧,10,1,凶会心,1
爆鱗の手斧,10,5,凶会心,1
爆鱗刀バゼルバルガー,8,1,早業,1
爆鱗刀バゼルバルガー,9,1,早業,1
爆鱗刀バゼルバルガー,10,1,早業,1
爆鱗刀バゼルバルガー,10,5,早業,1
爆鱗の大刀,8,1,早業,1
爆鱗の大刀,9,1,早業,1
爆鱗の大刀,10,1,早業,1
爆鱗の大刀,10,5,早業,1
爆鱗槍バゼルミニアド,8,1,攻めの守勢,2
爆鱗槍バゼルミニアド,9,1,攻めの守勢,2
爆鱗槍バゼルミニアド,10,1,攻めの守勢,2
爆鱗槍バゼルミニアド,10,5,攻めの守勢,2
爆鱗の突撃槍,8,1,攻めの守勢,2
爆鱗の突撃槍,9,1,攻めの守勢,2
爆鱗の突撃槍,10,1,攻めの守勢,2
爆鱗の突撃槍,10,5,攻めの守勢,2
バゼルバスター,8,1,砲術,1
バゼルバスター,9,1,砲術,1
バゼルバスター,10,1,砲術,1
バゼルバスター,10,5,砲術,1
バゼルレイダー,8,1,連撃,2
バゼルレイダー,9,1,連撃,2
バゼルレイダー,10,1,連撃,2
バゼルレイダー,10,5,連撃,2
バゼルタイフーン,8,1,回避装填,2
バゼルタイフーン,9,1,回避装填,2
バゼルタイフーン,10,1,回避装填,2
バゼルタイフーン,10,5,回避装填,2
爆鱗鼓バゼルライド,8,1,破壊王,1
爆鱗鼓バゼルライド,9,1,破壊王,1
爆鱗鼓バゼルライド,10,1,破壊王,1
爆鱗鼓バゼルライド,10,5,破壊王,1
爆鱗の太鼓,8,1,破壊王,1
爆鱗の太鼓,9,1,破壊王,1
爆鱗の太鼓,10,1,破壊王,1
爆鱗の太鼓,10,5,破壊王,1
雷刃,6,1,狩人の結束,1
雷刃,7,1,狩人の結束,1
雷刃,8,1,狩人の結束,1
雷刃,8,1,力の解放,1
雷刃,9,1,狩人の結束,1
雷刃,9,1,力の解放,1
雷刃,10,1,狩人の結束,1
雷刃,10,1,力の解放,1
雷刃,10,5,狩人の結束,1
雷刃,10,5,力の解放,1
迅雷,6,1,狩人の結束,1
迅雷,7,1,狩人の結束,1
迅雷,8,1,狩人の結束,1
迅雷,8,1,力の解放,1
迅雷,9,1,狩人の結束,1
迅雷,9,1,力の解放,1
迅雷,10,1,狩人の結束,1
迅雷,10,1,力の解放,1
迅雷,10,5,狩人の結束,1
迅雷,10,5,力の解放,1
召雷剣,6,1,狩人の結束,1
召雷剣,7,1,狩人の結束,1
召雷剣,8,1,狩人の結束,1
召雷剣,8,1,力の解放,1
召雷剣,9,1,狩人の結束,1
召雷剣,9,1,力の解放,1
召雷剣,10,1,狩人の結束,1
召雷剣,10,1,力の解放,1
召雷剣,10,5,狩人の結束,1
召雷剣,10,5,力の解放,1
雷槍,6,1,狩人の結束,1
雷槍,7,1,狩人の結束,1
雷槍,8,1,狩人の結束,1
雷槍,8,1,力の解放,1
雷槍,9,1,狩人の結束,1
雷槍,9,1,力の解放,1
雷槍,10,1,狩人の結束,1
雷槍,10,1,力の解放,1
雷槍,10,5,狩人の結束,1
雷槍,10,5,力の解放,1
雷斧,6,1,狩人の結束,1
雷斧,7,1,狩人の結束,1
雷斧,8,1,狩人の結束,1
雷斧,8,1,力の解放,1
雷斧,9,1,狩人の結束,1
雷斧,9,1,力の解放,1
雷斧,10,1,狩人の結束,1
雷斧,10,1,力の解放,1
雷斧,10,5,狩人の結束,1
雷斧,10,5,力の解放,1
幻獣筒,6,1,狩人の結束,1
幻獣筒,7,1,狩人の結束,1
幻獣筒,8,1,狩人の結束,1
幻獣筒,8,1,力の解放,1
幻獣筒,9,1,狩人の結束,1
幻獣筒,9,1,力の解放,1
幻獣筒,10,1,狩人の結束,1
幻獣筒,10,1,力の解放,1
幻獣筒,10,5,狩人の結束,1
幻獣筒,10,5,力の解放,1
クイックキャスト,6,1,狩人の結束,1
クイックキャスト,7,1,狩人の結束,1
クイックキャスト,8,1,狩人の結束,1
クイックキャスト,8,1,力の解放,1
クイックキャスト,9,1,狩人の結束,1
クイックキャスト,9,1,力の解放,1
クイックキャスト,10,1,狩人の結束,1
クイックキャスト,10,1,力の解放,1
クイックキャスト,10,5,狩人の結束,1
クイックキャスト,10,5,力の解放,1
雷鳴ノ笛,6,1,狩人の結束,1
雷鳴ノ笛,7,1,狩人の結束,1
雷鳴ノ笛,8,1,狩人の結束,1
雷鳴ノ笛,8,1,力の解放,1
雷鳴ノ笛,9,1,狩人の結束,1
雷鳴ノ笛,9,1,力の解放,1
雷鳴ノ笛,10,1,狩人の結束,1
雷鳴ノ笛,10,1,力の解放,1
雷鳴ノ笛,10,5,狩人の結束,1
雷鳴ノ笛,10,5,力の解放,1
カーサスクロウ,5,1,ジャスト巧撃,1
カーサスクロウ,6,1,ジャスト巧撃,2
カーサスクロウ,7,1,ジャスト巧撃,2
カーサスクロウ,8,1,ジャスト巧撃,3
カーサスクロウ,9,1,ジャスト巧撃,3
カーサスクロウ,10,1,ジャスト巧撃,3
カーサスクロウ,10,5,ジャスト巧撃,3
カーサスチェーン,5,1,強化持続,1
カーサスチェーン,6,1,強化持続,2
カーサスチェーン,7,1,強化持続,2
カーサスチェーン,8,1,強化持続,3
カーサスチェーン,9,1,強化持続,3
カーサスチェーン,10,1,強化持続,3
カーサスチェーン,10,5,強化持続,3
吼大剣【荒咬】,5,1,防御の備え,1
吼大剣【荒咬】,6,1,防御の備え,2
吼大剣【荒咬】,7,1,防御の備え,2
吼大剣【荒咬】,8,1,防御の備え,3
吼大剣【荒咬】,9,1,防御の備え,3
吼大剣【荒咬】,10,1,防御の備え,3
吼大剣【荒咬】,10,5,防御の備え,3
カーサスブレイド,5,1,防御の備え,1
カーサスブレイド,6,1,防御の備え,2
カーサスブレイド,7,1,防御の備え,2
カーサスブレイド,8,1,防御の備え,3
カーサスブレイド,9,1,防御の備え,3
カーサスブレイド,10,1,防御の備え,3
カーサスブレイド,10,5,防御の備え,3
吼虎刀【餓咬】,5,1,早業,1
吼虎刀【餓咬】,6,1,早業,2
吼虎刀【餓咬】,7,1,早業,2
吼虎刀【餓咬】,8,1,早業,3
吼虎刀【餓咬】,9,1,早業,3
吼虎刀【餓咬】,10,1,早業,3
吼虎刀【餓咬】,10,5,早業,3
吼虎刀,5,1,早業,1
吼虎刀,6,1,早業,2
吼虎刀,7,1,早業,2
吼虎刀,8,1,早業,3
吼虎刀,9,1,早業,3
吼虎刀,10,1,早業,3
吼虎刀,10,5,早業,3
吼槍【逆咬】,5,1,邁進,1
吼槍【逆咬】,6,1,邁進,2
吼槍【逆咬】,7,1,邁進,2
吼槍【逆咬】,8,1,邁進,3
吼槍【逆咬】,9,1,邁進,3
吼槍【逆咬】,10,1,邁進,3
吼槍【逆咬】,10,5,邁進,3
カーサススティンガー,5,1,邁進,1
カーサススティンガー,6,1,邁進,2
カーサススティンガー,7,1,邁進,2
カーサススティンガー,8,1,邁進,3
カーサススティンガー,9,1,邁進,3
カーサススティンガー,10,1,邁進,3
カーサススティンガー,10,5,邁進,3
吼銃槍【焔咬】,5,1,ジャスト巧撃,1
吼銃槍【焔咬】,6,1,ジャスト巧撃,2
吼銃槍【焔咬】,7,1,ジャスト巧撃,2
吼銃槍【焔咬】,8,1,ジャスト巧撃,3
吼銃槍【焔咬】,9,1,ジャスト巧撃,3
吼銃槍【焔咬】,10,1,ジャスト巧撃,3
吼銃槍【焔咬】,10,5,ジャスト巧撃,3
カーサスバースト,5,1,ジャスト巧撃,1
カーサスバースト,6,1,ジャスト巧撃,2
カーサスバースト,7,1,ジャスト巧撃,2
カーサスバースト,8,1,ジャスト巧撃,3
カーサスバースト,9,1,ジャスト巧撃,3
カーサスバースト,10,1,ジャスト巧撃,3
カーサスバースト,10,5,ジャスト巧撃,3
カーサスレイダー,5,1,防御の備え,1
カーサスレイダー,6,1,防御の備え,2
カーサスレイダー,7,1,防御の備え,2
カーサスレイダー,8,1,防御の備え,3
カーサスレイダー,9,1,防御の備え,3
カーサスレイダー,10,1,防御の備え,3
カーサスレイダー,10,5,防御の備え,3
カーサスアームズ,5,1,回避装填,1
カーサスアームズ,6,1,回避装填,2
カーサスアームズ,7,1,回避装填,2
カーサスアームズ,8,1,回避装填,3
カーサスアームズ,9,1,回避装填,3
カーサスアームズ,10,1,回避装填,3
カーサスアームズ,10,5,回避装填,3
カーサスファイア,5,1,弾導強化,1
カーサスファイア,6,1,弾導強化,2
カーサスファイア,7,1,弾導強化,2
カーサスファイア,8,1,弾導強化,3
カーサスファイア,9,1,弾導強化,3
カーサスファイア,10,1,弾導強化,3
カーサスファイア,10,5,弾導強化,3
カーサスハウリング,5,1,装填防御,1
カーサスハウリング,6,1,装填防御,2
カーサスハウリング,7,1,装填防御,2
カーサスハウリング,8,1,装填防御,3
カーサスハウリング,9,1,装填防御,3
カーサスハウリング,10,1,装填防御,3
カーサスハウリング,10,5,装填防御,3
カーサスアーク,5,1,弾導強化,1
カーサスアーク,6,1,弾導強化,2
カーサスアーク,7,1,弾導強化,2
カーサスアーク,8,1,弾導強化,3
カーサスアーク,9,1,弾導強化,3
カーサスアーク,10,1,弾導強化,3
カーサスアーク,10,5,弾導強化,3
吼鼓【鬼咬】,5,1,強化持続,1
吼鼓【鬼咬】,6,1,強化持続,2
吼鼓【鬼咬】,7,1,強化持続,2
吼鼓【鬼咬】,8,1,強化持続,3
吼鼓【鬼咬】,9,1,強化持続,3
吼鼓【鬼咬】,10,1,強化持続,3
吼鼓【鬼咬】,10,5,強化持続,3
カーサスドラゴング,5,1,強化持続,1
カーサスドラゴング,6,1,強化持続,2
カーサスドラゴング,7,1,強化持続,2
カーサスドラゴング,8,1,強化持続,3
カーサスドラゴング,9,1,強化持続,3
カーサスドラゴング,10,1,強化持続,3
カーサスドラゴング,10,5,強化持続,3
レックスクロウ改,8,1,凶会心,1
レックスクロウ改,9,1,凶会心,1
レックスクロウ改,10,1,凶会心,1
レックスクロウ改,10,5,凶会心,1
レックスクロウ,8,1,凶会心,1
レックスクロウ,9,1,凶会心,1
レックスクロウ,10,1,凶会心,1
レックスクロウ,10,5,凶会心,1
レックスチェーン,8,1,凶会心,1
レックスチェーン,9,1,凶会心,1
レックスチェーン,10,1,凶会心,1
レックスチェーン,10,5,凶会心,1
ティガノアギト改,8,1,凶会心,1
ティガノアギト改,9,1,凶会心,1
ティガノアギト改,10,1,凶会心,1
ティガノアギト改,10,5,凶会心,1
ティガノアギト,8,1,凶会心,1
ティガノアギト,9,1,凶会心,1
ティガノアギト,10,1,凶会心,1
ティガノアギト,10,5,凶会心,1
一虎刀改,8,1,凶会心,1
一虎刀改,9,1,凶会心,1
一虎刀改,10,1,凶会心,1
一虎刀改,10,5,凶会心,1
一虎刀,8,1,凶会心,1
一虎刀,9,1,凶会心,1
一虎刀,10,1,凶会心,1
一虎刀,10,5,凶会心,1
ストライプストライク改,8,1,凶会心,1
ストライプストライク改,9,1,凶会心,1
ストライプストライク改,10,1,凶会心,1
ストライプストライク改,10,5,凶会心,1
ストライプストライク,8,1,凶会心,1
ストライプストライク,9,1,凶会心,1
ストライプストライク,10,1,凶会心,1
ストライプストライク,10,5,凶会心,1
ティガスティンガー改,8,1,凶会心,1
ティガスティンガー改,9,1,凶会心,1
ティガスティンガー改,10,1,凶会心,1
ティガスティンガー改,10,5,凶会心,1
ティガスティンガー,8,1,凶会心,1
ティガスティンガー,9,1,凶会心,1
ティガスティンガー,10,1,凶会心,1
ティガスティンガー,10,5,凶会心,1
ティガバースト改,8,1,凶会心,1
ティガバースト改,9,1,凶会心,1
ティガバースト改,10,1,凶会心,1
ティガバースト改,10,5,凶会心,1
ティガバースト,8,1,凶会心,1
ティガバースト,9,1,凶会心,1
ティガバースト,10,1,凶会心,1
ティガバースト,10,5,凶会心,1
レックスレイダー改,8,1,凶会心,1
レックスレイダー改,9,1,凶会心,1
レックスレイダー改,10,1,凶会心,1
レックスレイダー改,10,5,凶会心,1
レックスレイダー,8,1,凶会心,1
レックスレイダー,9,1,凶会心,1
レックスレイダー,10,1,凶会心,1
レックスレイダー,10,5,凶会心,1
レックスアームズ,8,1,凶会心,1
レックスアームズ,9,1,凶会心,1
レックスアームズ,10,1,凶会心,1
レックスアームズ,10,5,凶会心,1
レックスファイア,8,1,凶会心,1
レックスファイア,9,1,凶会心,1
レックスファイア,10,1,凶会心,1
レックスファイア,10,5,凶会心,1
レックスハウル改,8,1,凶会心,1
レックスハウル改,9,1,凶会心,1
レックスハウル改,10,1,凶会心,1
レックスハウル改,10,5,凶会心,1
レックスハウル,8,1,凶会心,1
レックスハウル,9,1,凶会心,1
レックスハウル,10,1,凶会心,1
レックスハウル,10,5,凶会心,1
レックスボウ,8,1,凶会心,1
レックスボウ,9,1,凶会心,1
レックスボウ,10,1,凶会心,1
レックスボウ,10,5,凶会心,1
ストライプドラコング改,8,1,凶会心,1
ストライプドラコング改,9,1,凶会心,1
ストライプドラコング改,10,1,凶会心,1
ストライプドラコング改,10,5,凶会心,1
ストライプドラコング,8,1,凶会心,1
ストライプドラコング,9,1,凶会心,1
ストライプドラコング,10,1,凶会心,1
ストライプドラコング,10,5,凶会心,1
夢幻のメロウクロウ,8,1,回避距離UP,1
夢幻のメロウクロウ,9,1,回避距離UP,1
夢幻のメロウクロウ,10,1,回避距離UP,1
夢幻のメロウクロウ,10,5,回避距離UP,1
メロウクロウ,8,1,回避距離UP,1
メロウクロウ,9,1,回避距離UP,1
メロウクロウ,10,1,回避距離UP,1
メロウクロウ,10,5,回避距離UP,1
夢幻のメロウドロウ,8,1,回避距離UP,1
夢幻のメロウドロウ,9,1,回避距離UP,1
夢幻のメロウドロウ,10,1,回避距離UP,1
夢幻のメロウドロウ,10,5,回避距離UP,1
メロウドロウ,8,1,回避距離UP,1
メロウドロウ,9,1,回避距離UP,1
メロウドロウ,10,1,回避距離UP,1
メロウドロウ,10,5,回避距離UP,1
夢幻のメロウバウ,8,1,回避距離UP,1
夢幻のメロウバウ,9,1,回避距離UP,1
夢幻のメロウバウ,10,1,回避距離UP,1
夢幻のメロウバウ,10,5,回避距離UP,1
メロウバウ,8,1,回避距離UP,1
メロウバウ,9,1,回避距離UP,1
メロウバウ,10,1,回避距離UP,1
メロウバウ,10,5,回避距離UP,1
夢幻のメロウブロウ,8,1,回避距離UP,1
夢幻のメロウブロウ,9,1,回避距離UP,1
夢幻のメロウブロウ,10,1,回避距離UP,1
夢幻のメロウブロウ,10,5,回避距離UP,1
メロウブロウ,8,1,回避距離UP,1
メロウブロウ,9,1,回避距離UP,1
メロウブロウ,10,1,回避距離UP,1
メロウブロウ,10,5,回避距離UP,1
夢幻のメロウベロウ,8,1,回避距離UP,1
夢幻のメロウベロウ,9,1,回避距離UP,1
夢幻のメロウベロウ,10,1,回避距離UP,1
夢幻のメロウベロウ,10,5,回避距離UP,1
メロウベロウ,8,1,回避距離UP,1
メロウベロウ,9,1,回避距離UP,1
メロウベロウ,10,1,回避距離UP,1
メロウベロウ,10,5,回避距離UP,1
夢幻のメロウフォロウ,8,1,回避距離UP,1
夢幻のメロウフォロウ,9,1,回避距離UP,1
夢幻のメロウフォロウ,10,1,回避距離UP,1
夢幻のメロウフォロウ,10,5,回避距離UP,1
メロウフォロウ,8,1,回避距離UP,1
メロウフォロウ,9,1,回避距離UP,1
メロウフォロウ,10,1,回避距離UP,1
メロウフォロウ,10,5,回避距離UP,1
甲鎚ゴグマ,8,1,回避距離UP,1
甲鎚ゴグマ,9,1,回避距離UP,1
甲鎚ゴグマ,10,1,回避距離UP,1
甲鎚ゴグマ,10,5,回避距離UP,1
バインドバウンド,8,1,回避距離UP,1
バインドバウンド,9,1,回避距離UP,1
バインドバウンド,10,1,回避距離UP,1
バインドバウンド,10,5,回避距離UP,1
ラングスイープ,8,1,回避距離UP,1
ラングスイープ,9,1,回避距離UP,1
ラングスイープ,10,1,回避距離UP,1
ラングスイープ,10,5,回避距離UP,1
ラングストローク,8,1,回避距離UP,1
ラングストローク,9,1,回避距離UP,1
ラングストローク,10,1,回避距離UP,1
ラングストローク,10,5,回避距離UP,1
ブレイクランアウト,8,1,回避距離UP,1
ブレイクランアウト,9,1,回避距離UP,1
ブレイクランアウト,10,1,回避距離UP,1
ブレイクランアウト,10,5,回避距離UP,1
ブレイクショット,8,1,回避距離UP,1
ブレイクショット,9,1,回避距離UP,1
ブレイクショット,10,1,回避距離UP,1
ブレイクショット,10,5,回避距離UP,1
ヴァーミリンガー,8,1,回避距離UP,1
ヴァーミリンガー,9,1,回避距離UP,1
ヴァーミリンガー,10,1,回避距離UP,1
ヴァーミリンガー,10,5,回避距離UP,1
バウンドローラー,8,1,回避距離UP,1
バウンドローラー,9,1,回避距離UP,1
バウンドローラー,10,1,回避距離UP,1
バウンドローラー,10,5,回避距離UP,1
甲盾斧ロタシオン,8,1,回避距離UP,1
甲盾斧ロタシオン,9,1,回避距離UP,1
甲盾斧ロタシオン,10,1,回避距離UP,1
甲盾斧ロタシオン,10,5,回避距離UP,1
ラウンドホイラー,8,1,回避距離UP,1
ラウンドホイラー,9,1,回避距離UP,1
ラウンドホイラー,10,1,回避距離UP,1
ラウンドホイラー,10,5,回避距離UP,1
転弩エイトボール,8,1,回避距離UP,1
転弩エイトボール,9,1,回避距離UP,1
転弩エイトボール,10,1,回避距離UP,1
転弩エイトボール,10,5,回避距離UP,1
キャロムボール,8,1,回避距離UP,1
キャロムボール,9,1,回避距離UP,1
キャロムボール,10,1,回避距離UP,1
キャロムボール,10,5,回避距離UP,1
スノウジェミニ,8,1,ロックオン,1
スノウジェミニ,9,1,ロックオン,1
スノウジェミニ,10,1,ロックオン,1
スノウジェミニ,10,5,ロックオン,1
スノウツインズ,8,1,ロックオン,1
スノウツインズ,9,1,ロックオン,1
スノウツインズ,10,1,ロックオン,1
スノウツインズ,10,5,ロックオン,1
白兎大剣シャーロット,8,1,ロックオン,1
白兎大剣シャーロット,9,1,ロックオン,1
白兎大剣シャーロット,10,1,ロックオン,1
白兎大剣シャーロット,10,5,ロックオン,1
スノウクラッド,8,1,ロックオン,1
スノウクラッド,9,1,ロックオン,1
スノウクラッド,10,1,ロックオン,1
スノウクラッド,10,5,ロックオン,1
白兎刃【氷棘】,8,1,ロックオン,1
白兎刃【氷棘】,9,1,ロックオン,1
白兎刃【氷棘】,10,1,ロックオン,1
白兎刃【氷棘】,10,5,ロックオン,1
白兎刃,8,1,ロックオン,1
白兎刃,9,1,ロックオン,1
白兎刃,10,1,ロックオン,1
白兎刃,10,5,ロックオン,1
ウルクスレイ,8,1,ロックオン,1
ウルクスレイ,9,1,ロックオン,1
ウルクスレイ,10,1,ロックオン,1
ウルクスレイ,10,5,ロックオン,1
ウルクスキー,8,1,ロックオン,1
ウルクスキー,9,1,ロックオン,1
ウルクスキー,10,1,ロックオン,1
ウルクスキー,10,5,ロックオン,1
白兎剣斧ネーヴェスレ,8,1,ロックオン,1
白兎剣斧ネーヴェスレ,9,1,ロックオン,1
