シリーズ,防具名,グレード,レベル,ゼニー,素材1,個数1,素材2,個数2,素材3,個数3,素材4,個数4
カガチ,カガチヘルム,5,2,500,翼竜の皮,15,竜骨【小】,11,飛雷竜の爪,6,,
カガチ,カガチヘルム,5,3,750,飛雷竜の毛皮,5,雷光虫,9,飛雷竜の爪,6,,
カガチ,カガチヘルム,5,4,1000,翼竜の皮,15,竜骨【小】,11,飛雷竜の爪,6,,
カガチ,カガチヘルム,5,5,1250,上竜骨,9,竜骨【大】,3,飛雷竜の爪,6,,
カガチ,カガチヘルム,6,1,3000,飛雷竜の電極針,2,飛雷竜の良質な鱗,3,防具精錬材,1,飛雷竜の爪,13
カガチ,カガチヘルム,6,2,1000,翼竜の皮,31,竜骨【小】,22,飛雷竜の爪,13,,
カガチ,カガチヘルム,6,3,1500,飛雷竜の皮膜,8,飛雷竜の毛皮,10,雷光虫,14,飛雷竜の爪,13
カガチ,カガチヘルム,6,4,2000,翼竜の皮,31,竜骨【小】,22,飛雷竜の爪,13,,
カガチ,カガチヘルム,6,5,2500,上竜骨,14,竜骨【大】,5,竜骨【中】,14,飛雷竜の爪,13
カガチ,カガチヘルム,7,1,6000,飛雷竜の電極針,2,飛雷竜の良質な鱗,6,防具精錬材,3,飛雷竜の爪,17
カガチ,カガチヘルム,7,2,2000,翼竜の皮,36,竜骨【小】,29,飛雷竜の爪,17,,
カガチ,カガチヘルム,7,3,3000,飛雷竜の皮膜,10,飛雷竜の毛皮,15,雷光虫,22,飛雷竜の爪,17
カガチ,カガチヘルム,7,4,4000,翼竜の皮,36,竜骨【小】,29,飛雷竜の爪,17,,
カガチ,カガチヘルム,7,5,5000,上竜骨,22,竜骨【大】,8,竜骨【中】,21,飛雷竜の爪,17
カガチ,カガチヘルム,8,1,12000,竜玉のかけら,2,飛雷竜の電極針,3,防具精錬材,5,,
カガチ,カガチヘルム,8,2,4000,飛雷竜の毛皮,20,翼竜の皮,45,竜骨【小】,37,,
カガチ,カガチヘルム,8,3,6000,竜玉のかけら,2,飛雷竜の皮膜,15,竜骨【中】,28,雷光虫,29
カガチ,カガチヘルム,8,4,8000,飛雷竜の良質な鱗,10,翼竜の皮,45,竜骨【小】,37,,
カガチ,カガチヘルム,8,5,10000,竜玉のかけら,2,上竜骨,29,竜骨【大】,12,飛雷竜の爪,70
カガチ,カガチヘルム,9,1,30000,竜玉のかけら,3,飛雷竜の電極針,5,防具精錬材,7,,
カガチ,カガチヘルム,9,2,10000,飛雷竜の毛皮,25,翼竜の皮,51,竜骨【小】,43,,
カガチ,カガチヘルム,9,3,15000,竜玉のかけら,3,飛雷竜の皮膜,20,竜骨【中】,34,雷光虫,36
カガチ,カガチヘルム,9,4,20000,飛雷竜の良質な鱗,15,翼竜の皮,51,竜骨【小】,43,,
カガチ,カガチヘルム,9,5,25000,竜玉のかけら,3,上竜骨,36,竜骨【大】,15,飛雷竜の爪,140
カガチ,カガチヘルム,10,1,75000,竜玉のかけら,5,飛雷竜の電極針,10,防具精錬材,9,,
カガチ,カガチヘルム,10,2,25000,飛雷竜の毛皮,30,翼竜の皮,60,竜骨【小】,51,,
カガチ,カガチヘルム,10,3,37500,竜玉のかけら,10,飛雷竜の皮膜,25,竜骨【中】,41,雷光虫,44
カガチ,カガチヘルム,10,4,50000,飛雷竜の良質な鱗,20,翼竜の皮,60,竜骨【小】,51,,
カガチ,カガチヘルム,10,5,62500,竜玉のかけら,15,上竜骨,44,竜骨【大】,22,飛雷竜の爪,210
カガチ,カガチメイル,2,1,300,飛雷竜の皮膜,1,竜骨【中】,1,飛雷竜の鱗,2,,
カガチ,カガチメイル,2,2,100,飛雷竜の爪,2,翼竜の皮,2,竜骨【小】,2,,
カガチ,カガチメイル,2,3,150,飛雷竜の毛皮,2,飛雷竜の爪,2,雷光虫,1,,
カガチ,カガチメイル,2,4,200,飛雷竜の爪,2,翼竜の皮,2,竜骨【小】,2,,
カガチ,カガチメイル,2,5,250,竜骨【大】,1,上竜骨,1,飛雷竜の爪,2,,
カガチ,カガチメイル,3,1,600,飛雷竜の皮膜,2,竜骨【中】,2,飛雷竜の爪,3,,
カガチ,カガチメイル,3,2,200,翼竜の皮,6,飛雷竜の爪,3,竜骨【小】,3,,
カガチ,カガチメイル,3,3,300,飛雷竜の毛皮,3,飛雷竜の爪,3,雷光虫,2,,
カガチ,カガチメイル,3,4,400,翼竜の皮,6,飛雷竜の爪,3,竜骨【小】,3,,
カガチ,カガチメイル,3,5,500,上竜骨,3,竜骨【大】,1,飛雷竜の爪,3,,
カガチ,カガチメイル,4,1,900,飛雷竜の良質な鱗,2,飛雷竜の皮膜,2,竜骨【中】,4,飛雷竜の爪,4
カガチ,カガチメイル,4,2,300,翼竜の皮,12,竜骨【小】,6,飛雷竜の爪,4,,
カガチ,カガチメイル,4,3,450,飛雷竜の毛皮,4,飛雷竜の爪,4,雷光虫,3,,
カガチ,カガチメイル,4,4,600,翼竜の皮,12,竜骨【小】,6,飛雷竜の爪,4,,
カガチ,カガチメイル,4,5,750,上竜骨,6,竜骨【大】,2,飛雷竜の爪,4,,
カガチ,カガチメイル,5,1,1500,飛雷竜の良質な鱗,3,飛雷竜の皮膜,3,竜骨【中】,6,飛雷竜の爪,6
カガチ,カガチメイル,5,2,500,翼竜の皮,15,竜骨【小】,11,飛雷竜の爪,6,,
カガチ,カガチメイル,5,3,750,飛雷竜の毛皮,5,雷光虫,9,飛雷竜の爪,6,,
カガチ,カガチメイル,5,4,1000,翼竜の皮,15,竜骨【小】,11,飛雷竜の爪,6,,
カガチ,カガチメイル,5,5,1250,上竜骨,9,竜骨【大】,3,飛雷竜の爪,6,,
カガチ,カガチメイル,6,1,3000,飛雷竜の電極針,2,飛雷竜の良質な鱗,3,防具精錬材,1,飛雷竜の爪,13
カガチ,カガチメイル,6,2,1000,翼竜の皮,31,竜骨【小】,22,飛雷竜の爪,13,,
カガチ,カガチメイル,6,3,1500,飛雷竜の皮膜,8,飛雷竜の毛皮,10,雷光虫,14,飛雷竜の爪,13
カガチ,カガチメイル,6,4,2000,翼竜の皮,31,竜骨【小】,22,飛雷竜の爪,13,,
カガチ,カガチメイル,6,5,2500,上竜骨,14,竜骨【大】,5,竜骨【中】,14,飛雷竜の爪,13
カガチ,カガチメイル,7,1,6000,飛雷竜の電極針,2,飛雷竜の良質な鱗,6,防具精錬材,3,飛雷竜の爪,17
カガチ,カガチメイル,7,2,2000,翼竜の皮,36,竜骨【小】,29,飛雷竜の爪,17,,
カガチ,カガチメイル,7,3,3000,飛雷竜の皮膜,10,飛雷竜の毛皮,15,雷光虫,22,飛雷竜の爪,17
カガチ,カガチメイル,7,4,4000,翼竜の皮,36,竜骨【小】,29,飛雷竜の爪,17,,
カガチ,カガチメイル,7,5,5000,上竜骨,22,竜骨【大】,8,竜骨【中】,21,飛雷竜の爪,17
カガチ,カガチメイル,8,1,12000,竜玉のかけら,2,飛雷竜の電極針,3,防具精錬材,5,,
カガチ,カガチメイル,8,2,4000,飛雷竜の毛皮,20,翼竜の皮,45,竜骨【小】,37,,
カガチ,カガチメイル,8,3,6000,竜玉のかけら,2,飛雷竜の皮膜,15,竜骨【中】,28,雷光虫,29
カガチ,カガチメイル,8,4,8000,飛雷竜の良質な鱗,10,翼竜の皮,45,竜骨【小】,37,,
カガチ,カガチメイル,8,5,10000,竜玉のかけら,2,上竜骨,29,竜骨【大】,12,飛雷竜の爪,70
カガチ,カガチメイル,9,1,30000,竜玉のかけら,3,飛雷竜の電極針,5,防具精錬材,7,,
カガチ,カガチメイル,9,2,10000,飛雷竜の毛皮,25,翼竜の皮,51,竜骨【小】,43,,
カガチ,カガチメイル,9,3,15000,竜玉のかけら,3,飛雷竜の皮膜,20,竜骨【中】,34,雷光虫,36
カガチ,カガチメイル,9,4,20000,飛雷竜の良質な鱗,15,翼竜の皮,51,竜骨【小】,43,,
カガチ,カガチメイル,9,5,25000,竜玉のかけら,3,上竜骨,36,竜骨【大】,15,飛雷竜の爪,140
カガチ,カガチメイル,10,1,75000,竜玉のかけら,5,飛雷竜の電極針,10,防具精錬材,9,,
カガチ,カガチメイル,10,2,25000,飛雷竜の毛皮,30,翼竜の皮,60,竜骨【小】,51,,
カガチ,カガチメイル,10,3,37500,竜玉のかけら,10,飛雷竜の皮膜,25,竜骨【中】,41,雷光虫,44
カガチ,カガチメイル,10,4,50000,飛雷竜の良質な鱗,20,翼竜の皮,60,竜骨【小】,51,,
カガチ,カガチメイル,10,5,62500,竜玉のかけら,15,上竜骨,44,竜骨【大】,22,飛雷竜の爪,210
カガチ,カガチアーム,2,1,300,飛雷竜の皮膜,1,竜骨【中】,1,飛雷竜の鱗,2,,
カガチ,カガチアーム,2,2,100,飛雷竜の爪,2,翼竜の皮,2,竜骨【小】,2,,
カガチ,カガチアーム,2,3,150,飛雷竜の毛皮,2,飛雷竜の爪,2,雷光虫,1,,
カガチ,カガチアーム,2,4,200,飛雷竜の爪,2,翼竜の皮,2,竜骨【小】,2,,
カガチ,カガチアーム,2,5,250,竜骨【大】,1,上竜骨,1,飛雷竜の爪,2,,
カガチ,カガチアーム,3,1,600,飛雷竜の皮膜,2,竜骨【中】,2,飛雷竜の爪,3,,
カガチ,カガチアーム,3,2,200,翼竜の皮,6,飛雷竜の爪,3,竜骨【小】,3,,
カガチ,カガチアーム,3,3,300,飛雷竜の毛皮,3,飛雷竜の爪,3,雷光虫,2,,
カガチ,カガチアーム,3,4,400,翼竜の皮,6,飛雷竜の爪,3,竜骨【小】,3,,
カガチ,カガチアーム,3,5,500,上竜骨,3,竜骨【大】,1,飛雷竜の爪,3,,
カガチ,カガチアーム,4,1,900,飛雷竜の良質な鱗,2,飛雷竜の皮膜,2,竜骨【中】,4,飛雷竜の爪,4
カガチ,カガチアーム,4,2,300,翼竜の皮,12,竜骨【小】,6,飛雷竜の爪,4,,
カガチ,カガチアーム,4,3,450,飛雷竜の毛皮,4,飛雷竜の爪,4,雷光虫,3,,
カガチ,カガチアーム,4,4,600,翼竜の皮,12,竜骨【小】,6,飛雷竜の爪,4,,
カガチ,カガチアーム,4,5,750,上竜骨,6,竜骨【大】,2,飛雷竜の爪,4,,
カガチ,カガチアーム,5,1,1500,飛雷竜の良質な鱗,3,飛雷竜の皮膜,3,竜骨【中】,6,飛雷竜の爪,6
カガチ,カガチアーム,5,2,500,翼竜の皮,15,竜骨【小】,11,飛雷竜の爪,6,,
カガチ,カガチアーム,5,3,750,飛雷竜の毛皮,5,雷光虫,9,飛雷竜の爪,6,,
カガチ,カガチアーム,5,4,1000,翼竜の皮,15,竜骨【小】,11,飛雷竜の爪,6,,
カガチ,カガチアーム,5,5,1250,上竜骨,9,竜骨【大】,3,飛雷竜の爪,6,,
カガチ,カガチアーム,6,1,3000,飛雷竜の電極針,2,飛雷竜の良質な鱗,3,防具精錬材,1,飛雷竜の爪,13
カガチ,カガチアーム,6,2,1000,翼竜の皮,31,竜骨【小】,22,飛雷竜の爪,13,,
カガチ,カガチアーム,6,3,1500,飛雷竜の皮膜,8,飛雷竜の毛皮,10,雷光虫,14,飛雷竜の爪,13
カガチ,カガチアーム,6,4,2000,翼竜の皮,31,竜骨【小】,22,飛雷竜の爪,13,,
カガチ,カガチアーム,6,5,2500,上竜骨,14,竜骨【大】,5,竜骨【中】,14,飛雷竜の爪,13
カガチ,カガチアーム,7,1,6000,飛雷竜の電極針,2,飛雷竜の良質な鱗,6,防具精錬材,3,飛雷竜の爪,17
カガチ,カガチアーム,7,2,2000,翼竜の皮,36,竜骨【小】,29,飛雷竜の爪,17,,
カガチ,カガチアーム,7,3,3000,飛雷竜の皮膜,10,飛雷竜の毛皮,15,雷光虫,22,飛雷竜の爪,17
カガチ,カガチアーム,7,4,4000,翼竜の皮,36,竜骨【小】,29,飛雷竜の爪,17,,
カガチ,カガチアーム,7,5,5000,上竜骨,22,竜骨【大】,8,竜骨【中】,21,飛雷竜の爪,17
カガチ,カガチアーム,8,1,12000,竜玉のかけら,2,飛雷竜の電極針,3,防具精錬材,5,,
カガチ,カガチアーム,8,2,4000,飛雷竜の毛皮,20,翼竜の皮,45,竜骨【小】,37,,
カガチ,カガチアーム,8,3,6000,竜玉のかけら,2,飛雷竜の皮膜,15,竜骨【中】,28,雷光虫,29
カガチ,カガチアーム,8,4,8000,飛雷竜の良質な鱗,10,翼竜の皮,45,竜骨【小】,37,,
カガチ,カガチアーム,8,5,10000,竜玉のかけら,2,上竜骨,29,竜骨【大】,12,飛雷竜の爪,70
カガチ,カガチアーム,9,1,30000,竜玉のかけら,3,飛雷竜の電極針,5,防具精錬材,7,,
カガチ,カガチアーム,9,2,10000,飛雷竜の毛皮,25,翼竜の皮,51,竜骨【小】,43,,
カガチ,カガチアーム,9,3,15000,竜玉のかけら,3,飛雷竜の皮膜,20,竜骨【中】,34,雷光虫,36
カガチ,カガチアーム,9,4,20000,飛雷竜の良質な鱗,15,翼竜の皮,51,竜骨【小】,43,,
カガチ,カガチアーム,9,5,25000,竜玉のかけら,3,上竜骨,36,竜骨【大】,15,飛雷竜の爪,140
カガチ,カガチアーム,10,1,75000,竜玉のかけら,5,飛雷竜の電極針,10,防具精錬材,9,,
カガチ,カガチアーム,10,2,25000,飛雷竜の毛皮,30,翼竜の皮,60,竜骨【小】,51,,
カガチ,カガチアーム,10,3,37500,竜玉のかけら,10,飛雷竜の皮膜,25,竜骨【中】,41,雷光虫,44
カガチ,カガチアーム,10,4,50000,飛雷竜の良質な鱗,20,翼竜の皮,60,竜骨【小】,51,,
カガチ,カガチアーム,10,5,62500,竜玉のかけら,15,上竜骨,44,竜骨【大】,22,飛雷竜の爪,210
カガチ,カガチコイル,2,1,300,飛雷竜の皮膜,1,竜骨【中】,1,飛雷竜の鱗,2,,
カガチ,カガチコイル,2,2,100,飛雷竜の爪,2,翼竜の皮,2,竜骨【小】,2,,
カガチ,カガチコイル,2,3,150,飛雷竜の毛皮,2,飛雷竜の爪,2,雷光虫,1,,
カガチ,カガチコイル,2,4,200,飛雷竜の爪,2,翼竜の皮,2,竜骨【小】,2,,
カガチ,カガチコイル,2,5,250,竜骨【大】,1,上竜骨,1,飛雷竜の爪,2,,
カガチ,カガチコイル,3,1,600,飛雷竜の皮膜,2,竜骨【中】,2,飛雷竜の爪,3,,
カガチ,カガチコイル,3,2,200,翼竜の皮,6,飛雷竜の爪,3,竜骨【小】,3,,
カガチ,カガチコイル,3,3,300,飛雷竜の毛皮,3,飛雷竜の爪,3,雷光虫,2,,
カガチ,カガチコイル,3,4,400,翼竜の皮,6,飛雷竜の爪,3,竜骨【小】,3,,
カガチ,カガチコイル,3,5,500,上竜骨,3,竜骨【大】,1,飛雷竜の爪,3,,
カガチ,カガチコイル,4,1,900,飛雷竜の良質な鱗,2,飛雷竜の皮膜,2,竜骨【中】,4,飛雷竜の爪,4
カガチ,カガチコイル,4,2,300,翼竜の皮,12,竜骨【小】,6,飛雷竜の爪,4,,
カガチ,カガチコイル,4,3,450,飛雷竜の毛皮,4,飛雷竜の爪,4,雷光虫,3,,
カガチ,カガチコイル,4,4,600,翼竜の皮,12,竜骨【小】,6,飛雷竜の爪,4,,
カガチ,カガチコイル,4,5,750,上竜骨,6,竜骨【大】,2,飛雷竜の爪,4,,
カガチ,カガチコイル,5,1,1500,飛雷竜の良質な鱗,3,飛雷竜の皮膜,3,竜骨【中】,6,飛雷竜の爪,6
カガチ,カガチコイル,5,2,500,翼竜の皮,15,竜骨【小】,11,飛雷竜の爪,6,,
カガチ,カガチコイル,5,3,750,飛雷竜の毛皮,5,雷光虫,9,飛雷竜の爪,6,,
カガチ,カガチコイル,5,4,1000,翼竜の皮,15,竜骨【小】,11,飛雷竜の爪,6,,
カガチ,カガチコイル,5,5,1250,上竜骨,9,竜骨【大】,3,飛雷竜の爪,6,,
カガチ,カガチコイル,6,1,3000,飛雷竜の電極針,2,飛雷竜の良質な鱗,3,防具精錬材,1,飛雷竜の爪,13
カガチ,カガチコイル,6,2,1000,翼竜の皮,31,竜骨【小】,22,飛雷竜の爪,13,,
カガチ,カガチコイル,6,3,1500,飛雷竜の皮膜,8,飛雷竜の毛皮,10,雷光虫,14,飛雷竜の爪,13
カガチ,カガチコイル,6,4,2000,翼竜の皮,31,竜骨【小】,22,飛雷竜の爪,13,,
カガチ,カガチコイル,6,5,2500,上竜骨,14,竜骨【大】,5,竜骨【中】,14,飛雷竜の爪,13
カガチ,カガチコイル,7,1,6000,飛雷竜の電極針,2,飛雷竜の良質な鱗,6,防具精錬材,3,飛雷竜の爪,17
カガチ,カガチコイル,7,2,2000,翼竜の皮,36,竜骨【小】,29,飛雷竜の爪,17,,
カガチ,カガチコイル,7,3,3000,飛雷竜の皮膜,10,飛雷竜の毛皮,15,雷光虫,22,飛雷竜の爪,17
カガチ,カガチコイル,7,4,4000,翼竜の皮,36,竜骨【小】,29,飛雷竜の爪,17,,
カガチ,カガチコイル,7,5,5000,上竜骨,22,竜骨【大】,8,竜骨【中】,21,飛雷竜の爪,17
カガチ,カガチコイル,8,1,12000,竜玉のかけら,2,飛雷竜の電極針,3,防具精錬材,5,,
カガチ,カガチコイル,8,2,4000,飛雷竜の毛皮,20,翼竜の皮,45,竜骨【小】,37,,
カガチ,カガチコイル,8,3,6000,竜玉のかけら,2,飛雷竜の皮膜,15,竜骨【中】,28,雷光虫,29
カガチ,カガチコイル,8,4,8000,飛雷竜の良質な鱗,10,翼竜の皮,45,竜骨【小】,37,,
カガチ,カガチコイル,8,5,10000,竜玉のかけら,2,上竜骨,29,竜骨【大】,12,飛雷竜の爪,70
カガチ,カガチコイル,9,1,30000,竜玉のかけら,3,飛雷竜の電極針,5,防具精錬材,7,,
カガチ,カガチコイル,9,2,10000,飛雷竜の毛皮,25,翼竜の皮,51,竜骨【小】,43,,
カガチ,カガチコイル,9,3,15000,竜玉のかけら,3,飛雷竜の皮膜,20,竜骨【中】,34,雷光虫,36
カガチ,カガチコイル,9,4,20000,飛雷竜の良質な鱗,15,翼竜の皮,51,竜骨【小】,43,,
カガチ,カガチコイル,9,5,25000,竜玉のかけら,3,上竜骨,36,竜骨【大】,15,飛雷竜の爪,140
カガチ,カガチコイル,10,1,75000,竜玉のかけら,5,飛雷竜の電極針,10,防具精錬材,9,,
カガチ,カガチコイル,10,2,25000,飛雷竜の毛皮,30,翼竜の皮,60,竜骨【小】,51,,
カガチ,カガチコイル,10,3,37500,竜玉のかけら,10,飛雷竜の皮膜,25,竜骨【中】,41,雷光虫,44
カガチ,カガチコイル,10,4,50000,飛雷竜の良質な鱗,20,翼竜の皮,60,竜骨【小】,51,,
カガチ,カガチコイル,10,5,62500,竜玉のかけら,15,上竜骨,44,竜骨【大】,22,飛雷竜の爪,210
カガチ,カガチグリーヴ,2,1,300,飛雷竜の皮膜,1,竜骨【中】,1,飛雷竜の鱗,2,,
カガチ,カガチグリーヴ,2,2,100,飛雷竜の爪,2,翼竜の皮,2,竜骨【小】,2,,
カガチ,カガチグリーヴ,2,3,150,飛雷竜の毛皮,2,飛雷竜の爪,2,雷光虫,1,,
カガチ,カガチグリーヴ,2,4,200,飛雷竜の爪,2,翼竜の皮,2,竜骨【小】,2,,
カガチ,カガチグリーヴ,2,5,250,竜骨【大】,1,上竜骨,1,飛雷竜の爪,2,,
カガチ,カガチグリーヴ,3,1,600,飛雷竜の皮膜,2,竜骨【中】,2,飛雷竜の爪,3,,
カガチ,カガチグリーヴ,3,2,200,翼竜の皮,6,飛雷竜の爪,3,竜骨【小】,3,,
カガチ,カガチグリーヴ,3,3,300,飛雷竜の毛皮,3,飛雷竜の爪,3,雷光虫,2,,
カガチ,カガチグリーヴ,3,4,400,翼竜の皮,6,飛雷竜の爪,3,竜骨【小】,3,,
カガチ,カガチグリーヴ,3,5,500,上竜骨,3,竜骨【大】,1,飛雷竜の爪,3,,
カガチ,カガチグリーヴ,4,1,900,飛雷竜の良質な鱗,2,飛雷竜の皮膜,2,竜骨【中】,4,飛雷竜の爪,4
カガチ,カガチグリーヴ,4,2,300,翼竜の皮,12,竜骨【小】,6,飛雷竜の爪,4,,
カガチ,カガチグリーヴ,4,3,450,飛雷竜の毛皮,4,飛雷竜の爪,4,雷光虫,3,,
カガチ,カガチグリーヴ,4,4,600,翼竜の皮,12,竜骨【小】,6,飛雷竜の爪,4,,
カガチ,カガチグリーヴ,4,5,750,上竜骨,6,竜骨【大】,2,飛雷竜の爪,4,,
カガチ,カガチグリーヴ,5,1,1500,飛雷竜の良質な鱗,3,飛雷竜の皮膜,3,竜骨【中】,6,飛雷竜の爪,6
カガチ,カガチグリーヴ,5,2,500,翼竜の皮,15,竜骨【小】,11,飛雷竜の爪,6,,
カガチ,カガチグリーヴ,5,3,750,飛雷竜の毛皮,5,雷光虫,9,飛雷竜の爪,6,,
カガチ,カガチグリーヴ,5,4,1000,翼竜の皮,15,竜骨【小】,11,飛雷竜の爪,6,,
カガチ,カガチグリーヴ,5,5,1250,上竜骨,9,竜骨【大】,3,飛雷竜の爪,6,,
カガチ,カガチグリーヴ,6,1,3000,飛雷竜の電極針,2,飛雷竜の良質な鱗,3,防具精錬材,1,飛雷竜の爪,13
カガチ,カガチグリーヴ,6,2,1000,翼竜の皮,31,竜骨【小】,22,飛雷竜の爪,13,,
カガチ,カガチグリーヴ,6,3,1500,飛雷竜の皮膜,8,飛雷竜の毛皮,10,雷光虫,14,飛雷竜の爪,13
カガチ,カガチグリーヴ,6,4,2000,翼竜の皮,31,竜骨【小】,22,飛雷竜の爪,13,,
カガチ,カガチグリーヴ,6,5,2500,上竜骨,14,竜骨【大】,5,竜骨【中】,14,飛雷竜の爪,13
カガチ,カガチグリーヴ,7,1,6000,飛雷竜の電極針,2,飛雷竜の良質な鱗,6,防具精錬材,3,飛雷竜の爪,17
カガチ,カガチグリーヴ,7,2,2000,翼竜の皮,36,竜骨【小】,29,飛雷竜の爪,17,,
カガチ,カガチグリーヴ,7,3,3000,飛雷竜の皮膜,10,飛雷竜の毛皮,15,雷光虫,22,飛雷竜の爪,17
カガチ,カガチグリーヴ,7,4,4000,翼竜の皮,36,竜骨【小】,29,飛雷竜の爪,17,,
カガチ,カガチグリーヴ,7,5,5000,上竜骨,22,竜骨【大】,8,竜骨【中】,21,飛雷竜の爪,17
カガチ,カガチグリーヴ,8,1,12000,竜玉のかけら,2,飛雷竜の電極針,3,防具精錬材,5,,
カガチ,カガチグリーヴ,8,2,4000,飛雷竜の毛皮,20,翼竜の皮,45,竜骨【小】,37,,
カガチ,カガチグリーヴ,8,3,6000,竜玉のかけら,2,飛雷竜の皮膜,15,竜骨【中】,28,雷光虫,29
カガチ,カガチグリーヴ,8,4,8000,飛雷竜の良質な鱗,10,翼竜の皮,45,竜骨【小】,37,,
カガチ,カガチグリーヴ,8,5,10000,竜玉のかけら,2,上竜骨,29,竜骨【大】,12,飛雷竜の爪,70
カガチ,カガチグリーヴ,9,1,30000,竜玉のかけら,3,飛雷竜の電極針,5,防具精錬材,7,,
カガチ,カガチグリーヴ,9,2,10000,飛雷竜の毛皮,25,翼竜の皮,51,竜骨【小】,43,,
カガチ,カガチグリーヴ,9,3,15000,竜玉のかけら,3,飛雷竜の皮膜,20,竜骨【中】,34,雷光虫,36
カガチ,カガチグリーヴ,9,4,20000,飛雷竜の良質な鱗,15,翼竜の皮,51,竜骨【小】,43,,
カガチ,カガチグリーヴ,9,5,25000,竜玉のかけら,3,上竜骨,36,竜骨【大】,15,飛雷竜の爪,140
カガチ,カガチグリーヴ,10,1,75000,竜玉のかけら,5,飛雷竜の電極針,10,防具精錬材,9,,
カガチ,カガチグリーヴ,10,2,25000,飛雷竜の毛皮,30,翼竜の皮,60,竜骨【小】,51,,
カガチ,カガチグリーヴ,10,3,37500,竜玉のかけら,10,飛雷竜の皮膜,25,竜骨【中】,41,雷光虫,44
カガチ,カガチグリーヴ,10,4,50000,飛雷竜の良質な鱗,20,翼竜の皮,60,竜骨【小】,51,,
カガチ,カガチグリーヴ,10,5,62500,竜玉のかけら,15,上竜骨,44,竜骨【大】,22,飛雷竜の爪,210
ウルムー,ウルムーヘルム,3,1,600,ゴム質の甲殻,2,マカライト鉱石,2,浮空竜の毛皮,3,,
ウルムー,ウルムーヘルム,3,2,200,翼竜の皮,6,浮空竜の毛皮,3,鉄鉱石,3,,
ウルムー,ウルムーヘルム,3,3,300,浮空竜の翼膜,3,浮空竜の毛皮,3,不死虫,2,,
ウルムー,ウルムーヘルム,3,4,400,翼竜の皮,6,浮空竜の毛皮,3,鉄鉱石,3,,
ウルムー,ウルムーヘルム,3,5,500,セッチャクロアリ,3,ドラグライト鉱石,1,浮空竜の毛皮,3,,
ウルムー,ウルムーヘルム,4,1,900,浮空竜の良質な鱗,2,ゴム質の甲殻,2,マカライト鉱石,4,浮空竜の毛皮,4
ウルムー,ウルムーヘルム,4,2,300,翼竜の皮,12,鉄鉱石,6,浮空竜の毛皮,4,,
ウルムー,ウルムーヘルム,4,3,450,浮空竜の翼膜,4,浮空竜の毛皮,4,不死虫,3,,
ウルムー,ウルムーヘルム,4,4,600,翼竜の皮,12,鉄鉱石,6,浮空竜の毛皮,4,,
ウルムー,ウルムーヘルム,4,5,750,セッチャクロアリ,6,ドラグライト鉱石,2,浮空竜の毛皮,4,,
ウルムー,ウルムーヘルム,5,1,1500,浮空竜の良質な鱗,3,ゴム質の甲殻,3,マカライト鉱石,6,浮空竜の毛皮,6
ウルムー,ウルムーヘルム,5,2,500,翼竜の皮,15,鉄鉱石,11,浮空竜の毛皮,6,,
ウルムー,ウルムーヘルム,5,3,750,浮空竜の翼膜,5,不死虫,9,浮空竜の毛皮,6,,
ウルムー,ウルムーヘルム,5,4,1000,翼竜の皮,15,鉄鉱石,11,浮空竜の毛皮,6,,
ウルムー,ウルムーヘルム,5,5,1250,セッチャクロアリ,9,ドラグライト鉱石,3,浮空竜の毛皮,6,,
ウルムー,ウルムーヘルム,6,1,3000,ゴム質の良質な甲殻,2,浮空竜の良質な鱗,3,防具精錬材,1,浮空竜の毛皮,13
ウルムー,ウルムーヘルム,6,2,1000,翼竜の皮,31,鉄鉱石,22,浮空竜の毛皮,13,,
ウルムー,ウルムーヘルム,6,3,1500,ゴム質の甲殻,8,浮空竜の翼膜,10,不死虫,14,浮空竜の毛皮,13
ウルムー,ウルムーヘルム,6,4,2000,翼竜の皮,31,鉄鉱石,22,浮空竜の毛皮,13,,
ウルムー,ウルムーヘルム,6,5,2500,セッチャクロアリ,14,ドラグライト鉱石,5,マカライト鉱石,14,浮空竜の毛皮,13
ウルムー,ウルムーヘルム,7,1,6000,ゴム質の良質な甲殻,2,浮空竜の良質な鱗,6,防具精錬材,3,浮空竜の毛皮,17
ウルムー,ウルムーヘルム,7,2,2000,翼竜の皮,36,鉄鉱石,29,浮空竜の毛皮,17,,
ウルムー,ウルムーヘルム,7,3,3000,ゴム質の甲殻,10,浮空竜の翼膜,15,不死虫,22,浮空竜の毛皮,17
ウルムー,ウルムーヘルム,7,4,4000,翼竜の皮,36,鉄鉱石,29,浮空竜の毛皮,17,,
ウルムー,ウルムーヘルム,7,5,5000,セッチャクロアリ,22,ドラグライト鉱石,8,マカライト鉱石,21,浮空竜の毛皮,17
ウルムー,ウルムーヘルム,8,1,12000,竜玉のかけら,2,ゴム質の良質な甲殻,3,防具精錬材,5,,
ウルムー,ウルムーヘルム,8,2,4000,浮空竜の翼膜,20,翼竜の皮,45,鉄鉱石,37,,
ウルムー,ウルムーヘルム,8,3,6000,竜玉のかけら,2,ゴム質の甲殻,15,マカライト鉱石,28,不死虫,29
ウルムー,ウルムーヘルム,8,4,8000,浮空竜の良質な鱗,10,翼竜の皮,45,鉄鉱石,37,,
